구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨 설치유형,화장실입구cctv설치유무,기저귀교환대장소,리모델링년월,데이터기준일자
공중화장실,영등포구청역(5),서울특별시 영등포구 당산동3가 556-1 영등포구청역(5호선),서울특별시 영등포구 당산동3,N,3,3,1,0,0,0,8,1,0,서울교통공사,02-6311-5231,05:00~01:00,37.526714,126.893067,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2011,2020-09-28
공중화장실,영등포시장역(5),서울특별시 영등포구 영등포동5가 62-1 영등포시장역,서울특별시 영등포구 영등포동,N,4,4,1,0,1,0,9,1,1,서울교통공사,02-6311-5241,05:00~01:00,37.521638,126.902798,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,신길역(5),서울특별시 영등포구 영등포동1가 35 신길역,서울특별시 영등포구 영등포동,N,3,5,1,0,1,0,9,1,1,서울교통공사,02-6311-5251,05:00~01:00,37.517346,126.914221,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,여의도역(5),서울특별시 영등포구 여의도동 3 여의도역,서울특별시 영등포구 여의도동,N,5,8,1,0,0,0,10,1,0,서울교통공사,02-6311-5261,05:00~01:00,37.52157,126.922123,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,여의나루역(5),서울특별시 영등포구 여의도동 84-4 여의나루역,서울특별시 영등포구 여의도동,N,5,8,1,0,1,0,15,1,1,서울교통공사,02-6311-5271,05:00~01:00,37.527141,126.930621,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,마포역(5),서울특별시 마포구 도화동 160 마포역,서울특별시 마포구 도화동 1,N,3,5,1,0,0,0,8,1,0,서울교통공사,02-6311-5281,05:00~01:00,37.539705,126.943851,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,공덕역(5),"서울특별시 마포구 공덕동 423-29 공덕역(5, 6호선)",서울특별시 마포구 공덕동 4,N,3,5,1,0,0,0,7,1,0,서울교통공사,02-6311-5291,05:00~01:00,37.54322,126.949387,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,애오개역(5),서울특별시 마포구 아현동 612 애오개역,서울특별시 마포구 아현동 6,N,4,5,1,0,1,0,9,1,1,서울교통공사,02-6311-5301,05:00~01:00,37.55359,126.95455,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,충정로역(5),서울특별시 서대문구 충정로3가 248-1 충정로역(5호선),서울특별시 서대문구 충정로3,N,2,3,1,0,1,0,5,1,1,서울교통공사,02-6311-5311,05:00~01:00,37.560055,126.961483,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,서대문역(5),서울특별시 종로구 평동 210 서대문역,서울특별시 종로구 평동 21,N,5,7,1,0,1,0,12,1,1,서울교통공사,02-6311-5321,05:00~01:00,37.56577,126.964461,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,광화문역(5),서울특별시 종로구 세종로 1-90 광화문역,서울특별시 종로구 세종로 1,N,3,5,1,0,0,0,8,1,0,서울교통공사,02-6311-5331,05:00~01:00,37.568666,126.969794,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,종로3가역(5),서울특별시 종로구 낙원동 126 종로3가역(5호선),서울특별시 종로구 낙원동 1,N,5,6,1,0,1,0,13,1,1,서울교통공사,02-6311-5341,05:00~01:00,37.5715,126.989059,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,을지로4가역(5),서울특별시 중구 을지로4가 192 을지로4가역(5호선),서울특별시 중구 을지로4가 ,N,3,4,1,0,1,0,7,1,1,서울교통공사,02-6311-5351,05:00~01:00,37.567015,126.995642,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,동대문역사문화공원역(5),서울특별시 중구 광희동1가 235-6 동대문역사문화공원역(5호선),서울특별시 중구 광희동1가 ,N,4,4,1,0,1,0,10,1,1,서울교통공사,02-6311-5361,05:00~01:00,37.565102,127.005576,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,신금호역(5),서울특별시 성동구 금호동2가 223-1 신금호역,서울특별시 성동구 금호동2가,N,3,5,1,0,1,0,8,1,1,서울교통공사,02-6311-5381,05:00~01:00,37.554468,127.018605,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,행당역(5),서울특별시 성동구 행당동 317-241 행당역,서울특별시 성동구 행당동 3,N,5,5,1,0,1,0,10,1,1,서울교통공사,02-6311-5391,05:00~01:00,37.557983,127.026318,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,왕십리역(5),서울특별시 성동구 행당동 192 왕십리역(5호선),서울특별시 성동구 행당동 1,N,5,5,1,0,1,0,15,1,1,서울교통공사,02-6311-5401,05:00~01:00,37.557983,127.018657,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,마장역(5),서울특별시 성동구 마장동 772 마장역,서울특별시 성동구 마장동 7,N,4,3,1,0,1,0,7,1,1,서울교통공사,02-6311-5411,05:00~01:00,37.566127,127.040776,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2013,2020-09-28
공중화장실,답십리역(5),서울특별시 성동구 용답동 99 답십리역,서울특별시 성동구 용답동 9,N,4,6,1,0,0,0,10,1,0,서울교통공사,02-6311-5421,05:00~01:00,37.567072,127.050193,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008,2020-09-28
공중화장실,장한평역(5),서울특별시 동대문구 장안동 472-3 장한평역,서울특별시 동대문구 장안동 ,N,4,5,1,0,0,0,9,1,0,서울교통공사,02-6311-5431,05:00~01:00,37.561472,127.062468,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2006,2020-09-28
공중화장실,군자역(5),"서울특별시 광진구 능동 275-5 군자역(5, 7호선)",서울특별시 광진구 능동 27,N,7,6,1,0,1,0,19,1,1,서울교통공사,02-6311-5441,05:00~01:00,37.557336,127.0774,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,아차산역(5),서울특별시 광진구 능동 256-16 아차산역,서울특별시 광진구 능동 25,N,4,4,1,0,1,0,9,1,1,서울교통공사,02-6311-5451,05:00~01:00,37.551959,127.087363,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,광나루역(5),서울특별시 광진구 광장동 237 광나루역,서울특별시 광진구 광장동 2,N,6,6,1,0,1,0,14,1,1,서울교통공사,02-6311-5461,05:00~01:00,37.545332,127.101417,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,천호역(5),"서울특별시 강동구 천호동 455 천호역(5, 8호선)",서울특별시 강동구 천호동 4,N,6,11,1,0,1,0,17,1,1,서울교통공사,02-6311-5471,05:00~01:00,37.538462,127.122905,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,강동역(5),서울특별시 강동구 천호동 447 강동역,서울특별시 강동구 천호동 4,N,5,8,1,0,1,0,13,1,1,서울교통공사,02-6311-5481,05:00~01:00,37.53594,127.1299,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,길동역(5),서울특별시 강동구 길동 378 길동역,서울특별시 강동구 길동 37,N,3,4,1,0,1,0,7,1,1,서울교통공사,02-6311-5491,05:00~01:00,37.537769,127.137803,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2014,2020-09-28
공중화장실,굽은다리역(5),서울특별시 강동구 명일동 345-12 굽은다리역,서울특별시 강동구 명일동 3,N,3,4,1,0,0,0,7,1,0,서울교통공사,02-6311-5501,05:00~01:00,37.545539,127.140717,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008,2020-09-28
공중화장실,명일역(5),서울특별시 강동구 명일동 312 명일역,서울특별시 강동구 명일동 3,N,3,5,1,0,0,0,8,1,0,서울교통공사,02-6311-5511,05:00~01:00,37.55131,127.141825,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008,2020-09-28
공중화장실,고덕역(5),서울특별시 강동구 고덕동 310 고덕역,서울특별시 강동구 고덕동 3,N,3,3,1,0,1,0,6,1,1,서울교통공사,02-6311-5521,05:00~01:00,37.555051,127.151921,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,상일동역(5),서울특별시 강동구 상일동 148 상일동역,서울특별시 강동구 상일동 1,N,3,5,1,0,1,0,8,1,1,서울교통공사,02-6311-5531,05:00~01:00,37.557055,127.166995,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,미사역(5),경기도 하남시 미사강변동로 지하90 미사역,경기도 하남시 망월동 1122,N,4,5,2,1,1,0,15,2,1,서울교통공사,02-6311-5621,05:00~01:01,37.563355,127.192636,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2020,2020-09-28
공중화장실,하남풍산역(5),경기도 하남시 덕풍서로 50 하남풍산역,경기도 하남시 덕풍동 727-3,N,4,6,1,0,1,2,15,1,1,서울교통공사,02-6311-5631,05:00~01:01,37.552026,127.203768,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2020,2020-09-28
공중화장실,둔촌동역(5),서울특별시 강동구 둔촌동 416 둔촌동역,서울특별시 강동구 둔촌동 4,N,3,5,1,0,0,0,8,1,0,서울교통공사,02-6311-5541,05:00~01:00,37.527657,127.134042,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008,2020-09-28
공중화장실,올림픽공원역(5),서울특별시 송파구 방이동 89-28 올림픽공원역,서울특별시 송파구 방이동 8,N,3,3,1,0,1,0,6,1,1,서울교통공사,02-6311-5551,05:00~01:00,37.516628,127.128901,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,방이역(5),서울특별시 송파구 방이동 217-2 방이역,서울특별시 송파구 방이동 2,N,3,4,1,0,1,0,7,1,1,서울교통공사,02-6311-5561,05:00~01:00,37.508559,127.123771,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2013,2020-09-28
공중화장실,오금역(5),서울특별시 송파구 오금동 44-2 오금역,서울특별시 송파구 오금동 4,N,2,3,1,0,1,0,5,1,1,서울교통공사,02-6110-3522,05:00~01:00,37.502234,127.126165,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2014,2020-09-28
공중화장실,개롱역(5),서울특별시 송파구 오금동 165-2 개롱역,서울특별시 송파구 오금동 1,N,3,3,1,0,1,0,6,1,1,서울교통공사,02-6311-5581,05:00~01:00,37.498162,127.132471,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2013,2020-09-28
공중화장실,거여역(5),서울특별시 송파구 거여동 20-14 거여역,서울특별시 송파구 거여동 2,N,3,3,1,0,1,0,6,1,1,서울교통공사,02-6311-5591,05:00~01:00,37.494249,127.13979,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2013,2020-09-28
공중화장실,마천역(5),서울특별시 송파구 마천동 307-4 마천역,서울특별시 송파구 마천동 3,N,5,7,1,0,1,0,15,1,1,서울교통공사,02-6311-5601,05:00~01:00,37.49502,127.150601,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,응암역(6),서울특별시 은평구 역촌동 85-41 응암역,서울특별시 은평구 역촌동 8,N,3,4,1,0,1,0,7,1,1,서울교통공사,02-6311-6101,05:00~01:00,37.598472,126.913403,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2016,2020-09-28
공중화장실,역촌역(6),서울특별시 은평구 녹번동 144-69 역촌역,서울특별시 은평구 녹번동 1,N,3,3,1,0,0,0,6,1,0,서울교통공사,02-6311-6111,05:00~01:00,37.60515,126.919893,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,불광역(6),서울특별시 은평구 대조동 14-1 불광역(6호선),서울특별시 은평구 대조동 1,N,2,3,1,0,0,0,6,1,0,서울교통공사,02-6311-6121,05:00~01:00,37.610098,126.928007,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,독바위역(6),서울특별시 은평구 불광동 13-33 독바위역,서울특별시 은평구 불광동 1,N,2,3,1,0,0,0,5,1,0,서울교통공사,02-6311-6131,05:00~01:00,37.618387,126.930848,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,연신내역(6),서울특별시 은평구 갈현동 397 연신내역,서울특별시 은평구 갈현동 3,N,3,3,0,0,0,0,6,0,0,서울교통공사,02-6110-3211,05:00~01:00,37.618812,126.918653,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2017,2020-09-28
공중화장실,구산역(6),서울특별시 은평구 구산동 1 구산역,서울특별시 은평구 구산동 1,N,2,3,1,0,0,0,6,1,0,서울교통공사,02-6311-6151,05:00~01:00,37.611025,126.915399,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,새절역(6),서울특별시 은평구 신사동 337-5 새절역,서울특별시 은평구 신사동 3,N,2,6,1,0,0,0,5,1,0,서울교통공사,02-6311-6161,05:00~01:00,37.591014,126.911393,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,증산역(6),서울특별시 은평구 증산동 199-8 증산역,서울특별시 은평구 증산동 1,N,4,8,1,0,0,0,12,1,0,서울교통공사,02-6311-6171,05:00~01:00,37.583933,126.907497,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,디지털미디어시티역(6),서울특별시 은평구 수색동 37-36 디지털미디어시티역,서울특별시 은평구 수색동 3,N,5,13,1,0,0,0,10,1,0,서울교통공사,02-6311-6181,05:00~01:00,37.577964,126.898232,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,디지털미디어시티역(6),서울특별시 은평구 수색동 37-36 디지털미디어시티역,서울특별시 은평구 수색동 3,N,2,4,1,0,0,0,6,1,0,서울교통공사,02-6311-6181,05:00~01:00,37.577964,126.898232,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,월드컵경기장역(6),서울특별시 마포구 성산동 420 월드컵경기장역,서울특별시 마포구 성산동 4,N,5,8,1,0,0,0,8,1,0,서울교통공사,02-6311-6191,05:00~01:00,37.569656,126.896869,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,월드컵경기장역(6),서울특별시 마포구 성산동 420 월드컵경기장역,서울특별시 마포구 성산동 4,N,4,9,1,0,0,0,7,1,0,서울교통공사,02-6311-6191,05:00~01:00,37.569656,126.896869,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,마포구청역(6),서울특별시 마포구 성산동 592 마포구청역,서울특별시 마포구 성산동 5,N,3,5,1,0,0,0,7,1,0,서울교통공사,02-6311-6201,05:00~01:00,37.563418,126.901283,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,마포구청역(6),서울특별시 마포구 성산동 592 마포구청역,서울특별시 마포구 성산동 5,N,3,4,1,0,0,0,7,1,0,서울교통공사,02-6311-6201,05:00~01:00,37.563418,126.901283,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,망원역(6),서울특별시 마포구 망원동 378 망원역,서울특별시 마포구 망원동 3,N,2,3,0,0,0,0,6,0,0,서울교통공사,02-6311-6211,05:00~01:00,37.555757,126.907718,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2017,2020-09-28
공중화장실,합정역(6),서울특별시 마포구 합정동 414 합정역(6호선),서울특별시 마포구 합정동 4,N,2,5,1,0,1,0,5,1,1,서울교통공사,02-6311-6221,05:00~01:00,37.549575,126.911802,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,상수역(6),서울특별시 마포구 상수동 309-10 상수역,서울특별시 마포구 상수동 3,N,2,5,1,0,0,0,6,1,0,서울교통공사,02-6311-6231,05:00~01:00,37.547703,126.920759,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,광흥창역(6),서울특별시 마포구 창전동 145-17 광흥창역,서울특별시 마포구 창전동 1,N,4,4,0,0,0,0,8,0,0,서울교통공사,02-6311-6241,05:00~01:00,37.547478,126.929666,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2017,2020-09-28
공중화장실,대흥역(6),서울특별시 마포구 대흥동 128-1 대흥역,서울특별시 마포구 대흥동 1,N,4,3,0,0,0,0,7,0,0,서울교통공사,02-6311-6251,05:00~01:00,37.547674,126.940143,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,공덕역(6),"서울특별시 마포구 공덕동 423-29 공덕역(5, 6호선)",서울특별시 마포구 공덕동 4,N,3,4,1,0,0,0,7,1,0,서울교통공사,02-6311-5291,05:00~01:00,37.54322,126.949387,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,효창공원앞역(6),서울특별시 용산구 효창동 80 효창공원앞역,서울특별시 용산구 효창동 8,N,4,5,1,0,0,0,9,1,0,서울교통공사,02-6311-6271,05:00~01:00,37.539289,126.95915,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,삼각지역(6),서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),서울특별시 용산구 한강로1가,N,3,3,1,0,0,0,7,1,0,서울교통공사,02-6311-6281,05:00~01:00,37.53563,126.974797,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,녹사평역(6),서울특별시 용산구 용산동 4가 4 녹사평역,서울특별시 용산구 용산동 4,N,5,7,1,0,0,0,9,1,0,서울교통공사,02 6311 6292,05:00~01:00,37.534945,126.983163,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,이태원역(6),서울특별시 용산구 이태원동 119-23 이태원역,서울특별시 용산구 이태원동 ,N,3,5,1,0,0,0,5,1,0,서울교통공사,02-6311-6301,05:00~01:00,37.534533,126.99239,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,한강진역(6),서울특별시 용산구 한남동 726-494 한강진역,서울특별시 용산구 한남동 7,N,4,8,1,0,0,0,11,1,0,서울교통공사,02-6311-6311,05:00~01:00,37.539518,126.999547,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,버티고개역(6),서울특별시 중구 신당동 366-454 버티고개역,서울특별시 중구 신당동 36,N,2,3,1,0,0,0,5,1,0,서울교통공사,02-6311-6321,05:00~01:00,37.547892,127.004934,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,약수역(6),서울특별시 중구 신당동 369-2 약수역(6호선),서울특별시 중구 신당동 36,N,2,3,1,0,0,0,6,1,0,서울교통공사,02-6311-6331,05:00~01:00,37.553465,127.009158,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,청구역(6),"서울특별시 중구 신당동 295-2 청구역(5, 6호선)",서울특별시 중구 신당동 29,N,4,5,1,0,0,0,8,1,0,서울교통공사,02-6311-5371,05:00~01:00,37.557424,127.009814,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,신당역(6),서울특별시 중구 흥인동 162-1 신당역(6호선),서울특별시 중구 흥인동 16,N,3,3,1,0,1,0,6,1,1,서울교통공사,02-6311-6351,05:00~01:00,37.565671,127.017279,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2016,2020-09-28
공중화장실,동묘앞역(6),서울특별시 종로구 창신동 263-2 동묘앞역(6호선),서울특별시 종로구 창신동 2,N,3,5,1,0,0,0,4,1,0,서울교통공사,02-6311-6361,05:00~01:00,37.572729,127.013819,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,창신역(6),서울특별시 종로구 창신동 20-8 창신역,서울특별시 종로구 창신동 2,N,3,5,1,0,0,0,7,1,0,서울교통공사,02-6311-6371,05:00~01:00,37.579361,127.013092,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,보문역(6),서울특별시 성북구 보문동 1가 127-1 보문역,서울특별시 성북구 보문동 1,N,5,9,1,0,0,0,11,1,0,서울교통공사,02-6311-6381,05:00~01:00,37.58533,127.017202,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,안암역(6),서울특별시 성북구 안암동5가 146-1 안암역,서울특별시 성북구 안암동5가,N,2,4,1,0,0,0,6,1,0,서울교통공사,02-6311-6391,05:00~01:00,37.587422,127.029258,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,안암역(6),서울특별시 성북구 안암동5가 146-1 안암역,서울특별시 성북구 안암동5가,N,3,4,0,0,0,0,8,0,0,서울교통공사,02-6311-6391,05:00~01:00,37.587422,127.029258,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,고려대역(6),서울특별시 성북구 종암동 29-18 고려대역,서울특별시 성북구 종암동 2,N,4,3,0,0,0,0,7,0,0,서울교통공사,02-6311-6401,05:00~01:00,37.590401,127.03367,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2017,2020-09-28
공중화장실,월곡역(6),서울특별시 성북구 하월곡동 35-1 월곡역,서울특별시 성북구 하월곡동 ,N,4,8,1,0,0,0,8,1,0,서울교통공사,02-6311-6411,05:00~01:00,37.601925,127.039341,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,상월곡역(6),서울특별시 성북구 상월곡동 26-1 상월곡역,서울특별시 성북구 상월곡동 ,N,5,6,1,0,0,0,10,1,0,서울교통공사,02-6311-6421,05:00~01:00,37.6066,127.046673,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
